,Building_Painted,Building Dimension,Building_Type,Geo_Code,Claim,Windows,Building Dimensionis missing,Date_of_Occupancyis missing,Insured_time,Building_Class,Building_category,Building_age
349,N,1196.0,4,6088,0,0,False,False,2,old,Urban Residential,33.0
350,N,670.0,4,6088,1,0,False,False,4,old,Urban Residential,32.0
351,V,1984.0,4,6088,1,3,False,False,4,modern,Rural Non-Residential,60.0
352,N,450.0,4,6088,0,0,False,False,4,old,Urban Residential,54.0
353,N,234.0,4,6088,0,0,False,False,4,old,Urban Non-Residential,52.0
354,V,4400.0,4,6088,1,2,False,False,4,modern,Rural Residential,47.0
355,V,4400.0,4,6088,1,2,False,False,4,modern,Rural Residential,48.0
356,V,412.0,4,6088,0,1,False,False,4,modern,Rural Residential,54.0
357,V,412.0,4,6088,0,1,False,False,4,modern,Rural Residential,55.0
358,N,600.0,4,6088,0,0,False,False,4,old,Urban Non-Residential,34.0
359,V,1980.0,4,6088,1,2,False,False,4,modern,Rural Non-Residential,52.0
360,N,870.0,4,6088,0,0,False,False,4,old,Urban Non-Residential,54.0
361,V,2100.0,4,6088,1,2,False,False,4,modern,Rural Non-Residential,44.0
362,V,4827.75,4,6088,1,3,False,False,4,modern,Rural Non-Residential,53.0
363,V,4827.75,4,6088,1,3,False,False,4,modern,Rural Non-Residential,55.0
364,V,4827.75,4,6088,0,3,False,False,3,modern,Rural Non-Residential,56.0
365,N,1260.0,4,6088,0,0,False,False,4,old,Urban Residential,32.0
366,V,520.0,4,6088,1,1,False,False,4,modern,Rural Residential,52.0
367,N,1930.0,4,6088,0,0,False,False,2,old,Urban Non-Residential,52.0
368,N,3070.0,4,6088,1,0,False,False,3,old,Urban Non-Residential,36.0
369,N,4600.0,4,6088,1,0,False,False,4,old,Urban Non-Residential,52.0
370,N,4600.0,4,6088,0,0,False,False,0,old,Urban Non-Residential,53.0
371,N,1000.0,4,6088,1,0,False,False,3,old,Urban Residential,36.0
372,N,3500.0,4,6088,0,0,False,False,1,old,Urban Non-Residential,25.0
373,V,2205.0,4,6088,1,3,False,False,4,modern,Rural Residential,22.0
374,V,1000.0,4,6088,0,1,False,False,1,modern,Rural Residential,84.0
375,V,2110.0,4,6088,0,3,False,False,4,modern,Rural Residential,9.0
376,V,2110.0,4,6088,0,3,False,False,4,modern,Rural Residential,10.0
377,V,2110.0,4,6088,1,3,False,False,4,modern,Rural Residential,11.0
378,V,1630.0,4,6088,0,2,False,False,4,modern,Rural Residential,43.0
379,V,1628.0,4,6088,1,2,False,False,4,modern,Rural Residential,59.0
380,V,1350.0,4,6088,0,2,False,False,1,modern,Rural Residential,54.0
381,V,332.0,4,6088,0,2,False,False,4,modern,Rural Non-Residential,84.0
382,V,332.0,4,6088,1,2,False,False,4,modern,Rural Non-Residential,86.0
383,V,1825.0,4,6088,0,3,False,False,4,modern,Rural Residential,80.0
384,V,4827.75,4,6088,1,1,False,False,4,modern,Rural Residential,47.0
385,V,4827.75,4,6088,1,2,False,False,4,modern,Rural Non-Residential,54.0
386,V,4827.75,4,6088,1,3,False,False,4,modern,Rural Residential,46.0
387,V,3510.0,4,6088,1,2,False,False,4,modern,Rural Non-Residential,41.0
388,V,4827.75,4,6088,1,3,False,False,0,modern,Rural Residential,43.0
389,V,3780.0,4,6088,1,3,False,False,4,modern,Rural Residential,61.0
390,V,3780.0,4,6088,1,3,False,False,4,modern,Rural Residential,62.0
391,V,3780.0,4,6088,1,3,False,False,4,modern,Rural Residential,63.0
392,V,2471.0,4,6088,0,2,False,False,1,modern,Rural Non-Residential,4.0
393,V,1908.0,4,6088,0,2,False,False,4,modern,Rural Residential,82.0
394,V,490.0,4,6088,1,2,False,False,3,modern,Rural Residential,86.0
395,V,4827.75,4,6088,1,3,False,False,4,modern,Rural Residential,48.0
396,V,4827.75,4,6088,1,3,False,False,2,modern,Rural Residential,50.0
397,V,4827.75,4,6088,1,2,False,False,4,modern,Rural Residential,38.0
398,V,395.0,4,6088,0,1,False,False,4,modern,Rural Non-Residential,83.0
399,V,395.0,4,6088,0,1,False,False,3,modern,Rural Non-Residential,86.0
400,V,4827.75,4,6088,0,2,False,False,1,modern,Rural Residential,7.0
401,V,350.0,4,6088,0,2,False,False,0,modern,Rural Non-Residential,82.0
402,V,350.0,4,6088,0,2,False,False,0,modern,Rural Non-Residential,83.0
403,V,350.0,4,6088,0,2,False,False,0,modern,Rural Non-Residential,84.0
404,V,280.0,4,6088,1,1,False,False,2,modern,Rural Non-Residential,72.0
405,V,280.0,4,6088,0,1,False,False,1,modern,Rural Non-Residential,74.0
406,V,2600.0,4,6088,0,2,False,False,4,modern,Rural Non-Residential,34.0
407,V,630.0,4,6088,0,0,False,False,4,old,Urban Non-Residential,54.0
408,V,520.0,4,6088,0,1,False,False,0,modern,Rural Non-Residential,62.0
409,V,474.0,4,6088,0,1,False,False,4,modern,Rural Non-Residential,85.0
410,V,800.0,4,6088,1,3,False,False,4,modern,Rural Residential,84.0
411,V,800.0,4,6088,0,2,False,False,4,modern,Rural Residential,19.0
412,V,1315.0,4,6088,0,2,False,False,1,modern,Rural Residential,82.0
413,V,3100.0,4,6088,1,3,False,False,2,modern,Rural Residential,59.0
414,V,3112.0,4,6088,1,3,False,False,3,modern,Rural Non-Residential,70.0
415,N,750.0,4,6088,0,0,False,False,3,old,Urban Non-Residential,56.0
416,V,240.0,4,6088,0,2,False,False,3,modern,Rural Non-Residential,62.0
417,V,2374.0,4,6088,0,2,False,False,4,modern,Rural Non-Residential,5.0
418,V,200.0,4,6088,0,1,False,False,2,modern,Rural Non-Residential,20.0
419,N,1620.0,4,6088,1,0,False,False,4,old,Urban Non-Residential,33.0
420,V,4827.75,4,6088,1,3,False,False,3,modern,Rural Non-Residential,86.0
421,V,4827.75,4,6088,1,0,False,False,4,old,Urban Residential,33.0
422,V,1500.0,4,6088,0,2,False,False,4,modern,Rural Non-Residential,38.0
423,V,1800.0,4,6088,0,0,False,False,4,old,Urban Residential,52.0
424,V,1800.0,4,6088,0,0,False,False,4,old,Urban Residential,54.0
425,V,4827.75,4,6088,1,0,False,False,4,old,Urban Residential,32.0
426,V,3482.0,4,6088,0,0,False,False,0,old,Urban Residential,50.543595911004104
427,V,1572.0,4,6088,0,0,False,False,4,old,Urban Residential,33.0
428,V,200.0,4,6088,0,0,False,False,0,old,Urban Non-Residential,47.543595911004104
429,V,600.0,4,6088,0,0,False,False,0,old,Urban Non-Residential,50.543595911004104
430,V,400.0,4,6088,0,0,False,False,0,old,Urban Residential,49.543595911004104
431,V,700.0,4,6088,0,0,False,False,4,old,Urban Non-Residential,53.0
432,V,1400.0,4,6088,1,0,False,False,4,old,Urban Residential,33.0
433,V,1400.0,4,6088,0,0,False,False,4,old,Urban Residential,35.0
434,V,4827.75,4,6088,0,2,False,False,4,modern,Rural Non-Residential,43.0
435,V,1874.0,4,6088,0,2,False,False,4,modern,Rural Residential,58.0
436,V,4288.0,4,6088,1,0,False,False,0,old,Urban Residential,48.543595911004104
437,V,1125.0,4,6088,0,0,False,False,4,old,Urban Residential,32.0
438,V,1125.0,4,6088,0,0,False,False,1,old,Urban Residential,34.0
439,V,820.0,4,6088,0,2,False,False,3,modern,Rural Residential,85.0
440,V,1248.0,4,6088,1,2,False,False,3,modern,Rural Non-Residential,66.0
441,V,685.0,4,6088,1,0,False,False,0,old,Urban Residential,47.543595911004104
442,V,685.0,4,6088,0,0,False,False,0,old,Urban Residential,50.543595911004104
443,V,3732.0,4,6088,1,3,False,False,4,modern,Rural Residential,85.0
444,V,1425.0,4,6088,1,2,False,False,4,modern,Rural Residential,53.0
445,V,1425.0,4,6088,0,2,False,False,4,modern,Rural Residential,56.0
446,V,1000.0,4,6088,0,2,False,False,4,modern,Rural Non-Residential,66.0
447,N,700.0,4,6088,0,0,False,False,0,old,Urban Non-Residential,48.543595911004104
448,V,952.0,4,6088,0,2,False,False,4,modern,Rural Non-Residential,45.0
449,V,400.0,4,6088,0,2,False,False,4,modern,Rural Non-Residential,65.0
450,V,400.0,4,6088,0,2,False,False,3,modern,Rural Non-Residential,66.0
451,N,400.0,4,6088,0,0,False,False,4,old,Urban Non-Residential,33.0
452,N,400.0,4,6088,0,0,False,False,4,old,Urban Non-Residential,34.0
453,N,4590.0,4,6088,0,0,False,False,4,old,Urban Residential,32.0
454,V,1155.0,4,6088,1,2,False,False,4,modern,Rural Non-Residential,32.0
455,V,1070.0,4,6088,0,0,False,False,4,old,Urban Non-Residential,53.0
456,N,335.0,4,6088,0,0,False,False,4,old,Urban Non-Residential,53.0
457,N,335.0,4,6088,0,0,False,False,2,old,Urban Non-Residential,54.0
458,V,250.0,4,6088,0,0,False,False,4,old,Urban Residential,54.0
459,V,438.0,4,6088,0,0,False,False,4,old,Urban Residential,32.0
460,N,415.0,4,6088,1,0,False,False,4,old,Urban Non-Residential,52.0
461,N,415.0,4,6088,0,0,False,False,4,old,Urban Non-Residential,53.0
462,V,1117.0,4,6088,0,0,False,False,4,old,Urban Residential,32.0
463,V,900.0,4,6088,0,0,False,False,4,old,Urban Residential,33.0
464,V,900.0,4,6088,1,0,False,False,4,old,Urban Residential,34.0
465,V,900.0,4,6088,0,0,False,False,3,old,Urban Residential,36.0
466,V,800.0,4,6088,0,0,False,False,4,old,Urban Residential,32.0
467,N,719.0,4,6088,0,0,False,False,1,old,Urban Residential,28.0
468,N,300.0,4,6088,0,0,False,False,4,old,Urban Non-Residential,53.0
469,V,4827.75,4,6088,1,2,False,False,4,modern,Rural Residential,42.0
470,N,195.0,4,6088,0,0,False,False,1,old,Urban Residential,56.0
471,N,4827.75,4,6088,1,0,False,False,4,old,Urban Non-Residential,52.0
472,V,2300.0,4,6088,0,0,False,False,4,old,Urban Residential,24.0
473,V,2300.0,4,6088,0,0,False,False,4,old,Urban Residential,26.0
474,V,1700.0,4,6088,1,0,False,False,4,old,Urban Residential,33.0
475,N,1026.0,4,6088,0,0,False,False,4,old,Urban Non-Residential,25.0
476,V,2138.0,4,6088,1,2,False,False,4,modern,Rural Non-Residential,53.0
477,V,1500.0,4,6088,1,0,False,False,4,old,Urban Non-Residential,52.0
478,V,420.0,4,6088,0,0,False,False,4,old,Urban Non-Residential,54.0
479,V,1334.0,4,6088,1,3,False,False,4,modern,Rural Residential,82.0
480,V,1375.0,4,6088,0,3,False,False,4,modern,Rural Residential,61.0
481,N,1.0,4,6088,0,0,False,False,0,old,Urban Residential,24.0
482,V,1200.0,4,6088,0,1,False,False,4,modern,Rural Non-Residential,42.0
483,V,450.0,4,6088,0,0,False,False,4,old,Urban Non-Residential,32.0
484,V,450.0,4,6088,1,0,False,False,3,old,Urban Non-Residential,36.0
485,V,770.0,4,6088,0,0,False,False,4,old,Urban Residential,48.543595911004104
486,V,1680.0,4,6088,0,2,False,False,4,modern,Rural Non-Residential,85.0
487,V,476.0,4,6088,0,2,False,False,4,modern,Rural Non-Residential,83.0
488,V,476.0,4,6088,0,2,False,False,4,modern,Rural Non-Residential,86.0
489,N,808.0,4,6088,1,0,False,False,4,old,Urban Non-Residential,32.0
490,N,808.0,4,6088,0,0,False,False,4,old,Urban Non-Residential,34.0
491,N,1.0,4,6089,0,0,False,False,1,old,Urban Residential,24.0
492,N,923.0,4,6094,0,0,False,False,2,old,Urban Residential,35.0
493,V,4200.0,4,6104,1,3,False,False,4,modern,Rural Non-Residential,39.0
494,N,4827.75,4,6104,1,0,False,False,4,old,Urban Non-Residential,32.0
495,V,1206.0,4,6104,0,2,False,False,4,modern,Rural Non-Residential,44.0
496,V,700.0,4,6104,0,1,False,False,4,modern,Rural Non-Residential,45.0
497,V,450.0,4,6104,0,2,False,False,4,modern,Rural Non-Residential,54.0
498,V,450.0,4,6104,0,2,False,False,4,modern,Rural Non-Residential,55.0
499,V,2976.0,4,6104,0,2,False,False,4,modern,Rural Non-Residential,82.0
500,V,1200.0,4,6104,0,2,False,False,3,modern,Rural Non-Residential,41.0
501,V,1320.0,4,6104,0,1,False,False,4,modern,Rural Non-Residential,45.0
502,V,400.0,4,6104,0,1,False,False,4,modern,Rural Non-Residential,83.0
503,V,1011.0,4,6104,0,1,False,False,4,modern,Rural Residential,24.0
504,V,2000.0,4,6104,0,1,False,False,4,modern,Rural Residential,24.0
505,V,500.0,4,6104,0,1,False,False,4,modern,Rural Non-Residential,84.0
506,V,4827.75,4,6104,1,2,False,False,4,modern,Rural Non-Residential,44.0
507,V,4827.75,4,6104,1,2,False,False,4,modern,Rural Non-Residential,45.0
508,V,4827.75,4,6104,1,2,False,False,2,modern,Rural Residential,41.0
509,V,4827.75,4,6104,1,3,False,False,4,modern,Rural Non-Residential,44.0
510,V,4827.75,4,6104,0,3,False,False,4,modern,Rural Non-Residential,35.0
511,V,2844.0,4,6104,1,0,False,False,4,old,Urban Non-Residential,53.0
512,V,320.0,4,6104,0,0,False,False,4,old,Urban Non-Residential,35.0
513,V,1862.0,4,6104,0,0,False,False,4,old,Urban Non-Residential,32.0
514,V,1862.0,4,6104,1,0,False,False,4,old,Urban Non-Residential,33.0
515,V,1862.0,4,6104,1,0,False,False,4,old,Urban Non-Residential,34.0
516,V,4827.75,4,6104,1,2,False,False,3,modern,Rural Non-Residential,41.0
517,V,2100.0,4,6104,0,2,False,False,4,modern,Rural Non-Residential,55.0
518,V,4055.0,4,6104,0,3,False,False,4,modern,Rural Non-Residential,43.0
519,V,537.0,4,6104,1,0,False,False,4,old,Urban Non-Residential,27.0
520,V,240.0,4,6104,0,0,False,False,4,old,Urban Non-Residential,32.0
521,V,1956.0,4,6104,1,0,False,False,4,old,Urban Residential,26.0
522,V,3400.0,4,6104,0,0,False,False,4,old,Urban Non-Residential,32.0
523,V,3500.0,4,6104,0,2,False,False,4,modern,Rural Non-Residential,26.0
524,V,3500.0,4,6104,0,2,False,False,4,modern,Rural Non-Residential,27.0
525,V,990.0,4,6104,0,0,False,False,4,old,Urban Non-Residential,35.0
526,V,2750.0,4,6104,1,0,False,False,4,old,Urban Non-Residential,32.0
527,N,3287.0,4,6104,1,0,False,False,4,old,Urban Non-Residential,26.0
528,V,1173.0,4,6104,0,2,False,False,4,modern,Rural Non-Residential,13.0
529,V,900.0,4,6120,0,1,False,False,4,modern,Rural Non-Residential,29.0
530,V,900.0,4,6120,1,1,False,False,4,modern,Rural Non-Residential,30.0
531,N,4565.0,4,6121,0,0,False,False,4,old,Urban Non-Residential,36.0
532,N,4827.75,4,6121,0,0,False,False,1,old,Urban Non-Residential,25.0
533,V,950.0,4,6123,0,2,False,False,2,modern,Rural Non-Residential,23.0
534,V,4800.0,4,6123,0,2,False,False,4,modern,Rural Non-Residential,9.0
535,V,2860.0,4,6123,0,2,False,False,4,modern,Rural Residential,42.0
536,V,4827.75,4,6123,0,0,False,False,4,old,Urban Residential,36.0
537,V,4827.75,4,6123,1,0,False,False,4,old,Urban Non-Residential,52.0
538,V,4827.75,4,6123,1,2,False,False,4,modern,Rural Non-Residential,34.0
539,N,860.0,4,6123,0,0,False,False,4,old,Urban Non-Residential,24.0
540,N,443.0,4,6128,0,0,False,False,4,old,Urban Non-Residential,52.0
541,N,300.0,4,6136,0,0,False,False,4,old,Urban Non-Residential,32.0
542,N,300.0,4,6136,0,0,False,False,2,old,Urban Non-Residential,34.0
543,V,2000.0,4,6136,0,1,False,False,4,modern,Rural Non-Residential,33.0
544,N,1600.0,4,6136,0,0,False,False,3,old,Urban Non-Residential,36.0
545,N,4755.0,4,6138,1,0,False,False,2,old,Urban Non-Residential,33.0
546,V,1528.0,4,6138,0,2,False,False,2,modern,Rural Non-Residential,16.0
547,V,4327.0,4,6138,1,2,False,False,4,modern,Rural Non-Residential,25.0
548,V,4327.0,4,6138,0,2,False,False,3,modern,Rural Non-Residential,26.0
549,V,625.0,4,6138,0,1,False,False,4,modern,Rural Non-Residential,44.0
550,N,450.0,4,6148,0,0,False,False,4,old,Urban Non-Residential,53.0
551,V,1500.0,4,6149,0,1,False,False,4,modern,Rural Residential,14.0
552,V,110.0,4,6150,0,1,False,False,2,modern,Rural Non-Residential,84.0
553,N,500.0,4,6152,0,0,False,False,2,old,Urban Residential,26.0
554,V,1600.0,4,6153,0,1,False,False,4,modern,Rural Non-Residential,53.0
555,N,306.0,4,6153,0,0,False,False,3,old,Urban Residential,56.0
556,V,230.0,2,6155,0,2,False,False,4,modern,Rural Non-Residential,82.0
557,V,4027.0,4,6155,1,2,False,False,4,modern,Rural Non-Residential,39.0
558,V,4827.75,4,6155,1,2,False,False,3,modern,Rural Non-Residential,46.0
559,V,3767.0,4,6157,0,2,False,False,4,modern,Rural Non-Residential,47.0
560,V,600.0,4,6157,1,1,False,False,4,modern,Rural Non-Residential,42.0
561,V,4827.75,4,6157,1,2,False,False,4,modern,Rural Non-Residential,27.0
562,V,600.0,4,6157,0,1,False,False,4,modern,Rural Non-Residential,37.0
563,V,1654.0,4,6157,0,2,False,False,4,modern,Rural Non-Residential,26.0
564,V,450.0,4,6157,0,0,False,False,4,old,Urban Non-Residential,32.0
565,N,600.0,4,6159,0,0,False,False,2,old,Urban Residential,33.0
566,N,700.0,4,6159,1,0,False,False,4,old,Urban Residential,33.0
567,N,400.0,4,6159,0,0,False,False,2,old,Urban Residential,54.0
568,N,476.0,4,6159,0,0,False,False,2,old,Urban Non-Residential,53.0
569,V,2646.0,4,6159,1,1,False,False,4,modern,Rural Non-Residential,42.0
570,V,365.0,4,6159,0,2,False,False,4,modern,Rural Residential,82.0
571,V,365.0,4,6159,0,2,False,False,3,modern,Rural Residential,86.0
572,V,515.0,4,6159,0,1,False,False,4,modern,Rural Non-Residential,82.0
573,V,515.0,4,6159,0,1,False,False,4,modern,Rural Non-Residential,84.0
574,V,515.0,4,6159,0,1,False,False,3,modern,Rural Non-Residential,86.0
575,V,862.0,4,6159,0,1,False,False,1,modern,Rural Residential,56.0
576,V,600.0,4,6159,1,2,False,False,4,modern,Rural Residential,83.0
577,V,2186.0,4,6159,1,0,False,False,4,old,Urban Residential,32.0
578,V,2186.0,4,6159,0,0,False,False,3,old,Urban Residential,36.0
579,V,4827.75,4,6159,1,2,False,False,4,modern,Rural Residential,44.0
580,V,4210.0,4,6159,0,2,False,False,4,modern,Rural Residential,55.0
581,V,350.0,4,6159,0,0,False,False,4,old,Urban Residential,53.0
582,N,1950.0,4,6161,0,0,False,False,4,old,Urban Non-Residential,32.0
583,N,1950.0,4,6161,0,0,False,False,4,old,Urban Non-Residential,36.0
584,V,700.0,4,6163,0,1,False,False,4,modern,Rural Residential,83.0
585,N,4827.75,4,6901,0,0,False,False,4,old,Urban Non-Residential,25.0
586,N,1680.0,4,6906,0,0,False,False,1,old,Urban Residential,26.0
587,V,4827.75,1,7010,0,0,False,False,4,old,Urban Non-Residential,33.0
588,V,3992.0,1,7010,0,0,False,False,4,old,Urban Non-Residential,55.0
589,V,4567.0,1,7010,1,0,False,False,4,old,Urban Non-Residential,33.0
590,V,4827.75,1,7010,0,2,False,False,4,modern,Rural Non-Residential,42.0
591,N,1751.0,1,7019,0,0,False,False,4,old,Urban Non-Residential,26.0
592,V,3965.0,1,7019,0,2,False,False,4,modern,Rural Non-Residential,7.0
593,V,320.0,1,7102,0,1,False,False,4,modern,Rural Non-Residential,14.0
594,V,300.0,1,7102,0,1,False,False,4,modern,Rural Non-Residential,62.0
595,V,120.0,1,7102,0,0,False,False,3,old,Urban Non-Residential,56.0
596,V,1725.0,1,7181,0,2,False,False,4,modern,Rural Non-Residential,53.0
597,V,2457.0,1,7186,0,2,False,False,4,modern,Rural Non-Residential,32.0
598,V,2457.0,1,7186,0,2,False,False,4,modern,Rural Non-Residential,33.0
599,V,1500.0,1,7186,0,0,False,False,4,old,Urban Non-Residential,32.0
600,N,2585.0,1,7186,0,0,False,False,4,old,Urban Non-Residential,32.0
601,V,1000.0,1,7281,0,0,False,False,4,old,Urban Non-Residential,53.0
602,V,1000.0,1,7281,0,0,False,False,3,old,Urban Non-Residential,56.0
603,N,706.0,1,7324,0,0,False,False,4,old,Urban Non-Residential,33.0
604,V,1390.0,1,7324,0,0,False,False,2,old,Urban Non-Residential,32.0
605,N,988.0,1,7324,0,0,False,False,4,old,Urban Non-Residential,52.0
606,N,988.0,1,7324,0,0,False,False,4,old,Urban Non-Residential,54.0
607,V,2306.0,1,7349,0,0,False,False,4,old,Urban Non-Residential,53.0
608,V,3225.0,1,8362,0,1,False,False,1,modern,Rural Non-Residential,5.0
609,V,1090.0,1,8409,0,2,False,False,4,modern,Rural Non-Residential,52.0
610,V,1090.0,1,8409,0,2,False,False,4,modern,Rural Non-Residential,55.0
611,V,500.0,1,8409,0,2,False,False,3,modern,Rural Non-Residential,56.0
612,V,4827.75,1,8409,1,2,False,False,4,modern,Rural Residential,82.0
613,V,1300.0,2,9029,0,1,False,False,1,modern,Rural Non-Residential,82.0
614,V,3800.0,2,9122,1,1,False,False,4,modern,Rural Non-Residential,53.0
615,N,3773.0,2,9261,0,0,False,False,2,old,Urban Non-Residential,24.0
616,V,500.0,2,9301,0,1,False,False,2,modern,Rural Residential,66.0
617,V,2160.0,1,10033,0,1,False,False,4,modern,Rural Non-Residential,83.0
618,V,3400.0,1,10081,0,2,False,False,4,modern,Rural Non-Residential,55.0
619,V,1650.0,1,10297,0,2,False,False,4,modern,Rural Non-Residential,46.0
620,V,350.0,1,10333,0,1,False,False,4,modern,Rural Non-Residential,6.0
621,V,1030.0,1,10333,0,1,False,False,4,modern,Rural Non-Residential,52.0
622,V,432.0,1,10333,0,1,False,False,2,modern,Rural Non-Residential,41.0
623,V,432.0,1,10333,0,1,False,False,1,modern,Rural Non-Residential,44.0
624,V,230.0,1,10343,0,1,False,False,4,modern,Rural Non-Residential,82.0
625,V,2500.0,1,10362,0,2,False,False,4,modern,Rural Non-Residential,20.0
626,V,1567.0,1,10362,0,1,False,False,4,modern,Rural Non-Residential,63.0
627,V,1567.0,1,10362,0,1,False,False,4,modern,Rural Non-Residential,65.0
628,V,1567.0,1,10362,0,1,False,False,4,modern,Rural Non-Residential,66.0
629,V,1700.0,1,10362,0,2,False,False,4,modern,Rural Non-Residential,12.0
630,V,1751.0,1,10362,1,2,False,False,2,modern,Rural Non-Residential,50.0
631,V,1751.0,1,10362,0,2,False,False,4,modern,Rural Non-Residential,52.0
632,V,260.0,1,10362,0,1,False,False,2,modern,Rural Non-Residential,86.0
633,N,405.0,1,10387,0,0,False,False,4,old,Urban Non-Residential,47.543595911004104
634,V,550.0,1,10387,0,1,False,False,4,modern,Rural Non-Residential,84.0
635,N,400.0,1,10387,0,0,False,False,4,old,Urban Non-Residential,50.543595911004104
636,V,906.0,1,10387,1,1,False,False,4,modern,Rural Non-Residential,83.0
637,V,400.0,1,10387,1,1,False,False,4,modern,Rural Non-Residential,86.0
638,V,400.0,1,10387,0,2,False,False,4,modern,Rural Non-Residential,83.0
639,V,400.0,1,10387,0,2,False,False,4,modern,Rural Non-Residential,84.0
640,V,430.0,1,10387,0,1,False,False,4,modern,Rural Non-Residential,83.0
641,V,480.0,1,10387,0,2,False,False,4,modern,Rural Non-Residential,85.0
642,V,480.0,1,10387,0,2,False,False,4,modern,Rural Non-Residential,86.0
643,V,240.0,1,10387,1,1,False,False,4,modern,Rural Non-Residential,83.0
644,V,240.0,1,10387,0,1,False,False,4,modern,Rural Non-Residential,84.0
